academicyear,athleticstatus,countryoforigin,countryofresidence,disability,dob,gender,major,primarylanguage,university,dropout,study_hours,gpa
0,1,5,7,9,7366,0,2,1,2757,0.0,7.5,2.25
4,0,6,5,10,1950,1,1,3,6385,0.0,7.0,2.76
4,0,2,1,19,2675,0,3,3,1846,0.0,7.8,2.45
1,0,6,5,11,6510,0,1,0,5459,0.0,6.4,2.94
0,0,0,0,15,3394,0,2,2,2249,1.0,5.7,2.18
0,1,0,3,12,3538,0,1,3,1278,0.0,7.4,2.61
5,0,1,5,8,5456,0,2,0,6398,0.0,7.0,2.78
2,1,0,0,3,6711,1,3,1,3357,1.0,6.1,2.15
2,0,6,4,8,2061,1,1,3,1583,0.0,7.4,2.86
3,1,1,5,18,2810,0,0,2,3373,0.0,7.4,2.72
4,1,3,7,14,457,1,1,2,6664,0.0,7.6,2.68
0,1,0,7,11,7042,0,1,0,6228,0.0,5.7,2.32
5,1,4,1,3,4047,1,3,2,5309,0.0,8.0,3.32
4,0,1,5,19,4340,0,3,1,2671,0.0,7.5,2.52
5,0,7,2,10,7403,0,0,1,5473,0.0,7.0,2.3
5,1,5,4,6,395,1,2,4,6170,0.0,6.2,2.58
1,0,2,1,19,4211,1,3,2,2258,0.0,6.9,2.25
1,0,6,5,8,2859,0,2,3,2691,0.0,6.4,2.5
2,0,1,6,18,4937,1,1,0,2912,1.0,6.1,2.19
2,1,7,5,17,1348,0,0,2,3972,0.0,7.6,2.77
3,0,0,7,8,171,1,1,1,798,0.0,7.7,2.73
3,1,2,7,5,1065,1,1,1,2111,0.0,5.5,2.19
0,1,1,6,6,5545,1,2,1,6496,0.0,8.5,3.24
0,0,7,5,0,5289,1,3,1,745,0.0,7.2,2.41
1,0,6,2,13,1259,0,2,4,3071,0.0,6.4,2.51
0,1,6,0,3,3214,1,2,1,437,0.0,7.0,2.52
0,0,0,5,12,7157,1,2,1,4234,0.0,7.7,2.96
1,1,2,7,14,5395,1,2,0,6000,0.0,6.5,2.39
4,0,7,4,20,4131,0,3,2,4480,0.0,6.5,2.59
2,0,6,0,2,1316,0,0,2,6844,0.0,6.8,2.49
5,1,4,6,20,3242,0,3,3,2346,0.0,7.6,2.68
5,1,1,2,12,1129,0,3,4,1048,1.0,6.1,2.26
3,0,4,5,3,4138,0,3,1,1303,0.0,7.8,2.98
1,1,0,5,9,6140,1,2,1,1333,1.0,6.5,2.26
4,1,4,3,3,20,0,1,0,3285,0.0,7.6,2.33
0,0,2,3,9,4439,0,1,0,748,0.0,7.2,2.68
4,1,3,5,8,6394,0,2,4,6655,0.0,6.4,2.34
1,1,4,5,12,5198,0,0,1,5885,0.0,8.7,3.36
2,1,4,0,12,5105,1,2,0,5763,0.0,6.5,2.48
5,0,7,4,13,5684,1,1,3,3862,1.0,5.1,2.03
1,0,0,4,3,3575,0,0,2,5820,0.0,7.6,2.98
1,0,5,4,3,13,0,2,4,2732,0.0,6.8,2.99
4,0,6,7,9,3600,0,3,3,2117,0.0,7.1,2.7
2,1,2,2,9,6856,1,1,2,3751,0.0,6.6,2.4
5,1,2,7,8,5296,0,2,1,3615,0.0,7.6,2.99
4,0,2,7,18,866,0,1,1,4838,0.0,6.8,2.4
1,0,1,0,1,4973,0,0,0,5619,0.0,5.4,2.69
3,0,6,2,6,7435,1,2,4,4608,0.0,9.0,3.3
5,0,3,0,4,1328,1,1,4,1205,0.0,8.1,2.88
3,1,6,1,9,6501,1,2,2,2491,0.0,7.2,2.37
5,1,6,2,10,5991,1,2,1,4378,0.0,8.6,2.4
1,1,7,2,16,1461,1,3,4,4133,0.0,7.4,3.3
4,0,0,6,4,5947,0,1,4,5607,1.0,5.8,2.24
0,1,0,4,11,1485,0,2,3,5100,0.0,6.8,2.89
5,1,1,1,11,6209,1,2,0,2674,0.0,7.5,3.22
4,1,5,4,9,6714,0,0,3,661,0.0,6.0,2.1
1,0,7,3,1,4692,0,0,4,3051,0.0,8.6,3.01
0,1,7,0,0,929,0,0,3,6123,0.0,7.0,2.83
1,1,3,2,14,1521,0,2,4,3992,0.0,6.1,2.42
2,0,0,6,2,6101,1,3,2,3888,0.0,5.9,2.34
5,0,1,7,5,2755,1,1,0,777,0.0,6.9,2.44
5,1,4,0,18,6163,1,1,2,2267,0.0,8.1,3.05
2,1,0,2,6,2416,0,1,1,635,0.0,7.1,2.34
3,0,1,3,0,5495,1,1,3,3925,0.0,8.9,2.91
4,1,3,2,2,2867,0,0,1,3267,0.0,7.3,3.39
3,1,0,2,6,1648,0,1,2,5951,0.0,6.6,2.33
3,1,0,0,20,754,0,2,3,670,0.0,6.3,3.21
2,0,4,6,11,5981,0,0,0,3884,0.0,6.8,3.32
5,0,1,3,5,5144,1,0,1,129,0.0,6.8,2.31
2,1,0,4,20,7436,1,0,4,4126,0.0,7.9,3.1
5,0,5,0,14,4873,0,2,4,6552,1.0,7.4,2.23
1,0,6,0,6,2790,0,2,0,2504,0.0,6.9,2.95
5,0,4,6,3,4902,1,3,4,939,0.0,7.4,3.41
0,0,2,3,5,7515,1,1,4,3077,1.0,5.4,2.06
4,0,0,5,13,6858,1,1,4,5658,0.0,7.2,2.32
4,1,5,7,20,5511,0,3,3,5131,0.0,8.7,3.31
0,0,1,0,4,7388,0,0,2,3763,0.0,7.5,2.76
0,1,6,3,12,2385,0,3,4,4939,0.0,5.9,2.35
2,0,4,5,4,1822,1,1,2,932,0.0,7.5,3.37
0,1,4,7,4,7579,1,0,4,44,0.0,7.3,2.78
3,0,0,5,6,7261,1,3,3,1675,0.0,7.5,2.79
1,1,7,4,0,3992,0,3,4,2527,0.0,6.1,2.43
5,1,6,7,3,3154,1,0,3,1815,0.0,6.7,2.17
4,0,5,7,1,6302,0,0,4,673,0.0,7.1,2.46
3,0,2,2,15,4205,1,0,2,1247,0.0,7.5,2.59
4,1,2,3,18,3151,0,0,0,2457,0.0,7.2,2.88
3,1,1,6,20,6115,1,2,3,486,1.0,6.1,2.06
1,0,5,4,16,7118,1,1,3,1436,0.0,7.4,2.87
3,1,7,7,17,1221,0,1,1,3903,0.0,6.8,2.27
4,0,4,4,18,3433,0,3,1,3260,1.0,6.4,2.23
4,0,2,5,13,4100,1,0,0,498,0.0,7.1,2.71
5,1,3,7,18,7363,0,0,1,3536,0.0,6.9,2.3
3,0,4,5,15,6762,1,0,3,5611,1.0,5.4,2.03
1,1,0,5,12,3583,0,0,4,2568,0.0,5.9,2.12
2,0,6,5,7,2425,1,2,3,648,0.0,8.1,2.94
2,1,0,2,8,5650,0,3,2,4651,1.0,6.2,2.16
5,1,6,0,7,7493,0,0,4,3965,0.0,6.3,2.4
3,0,1,6,12,7317,0,1,1,4253,0.0,6.5,3.05
3,1,2,2,2,2628,0,0,2,2902,0.0,7.4,2.45
4,1,2,4,20,3965,1,2,2,5943,0.0,9.0,3.08
2,1,0,3,13,4876,0,1,3,5111,0.0,6.7,2.48
5,1,1,0,12,2969,1,2,0,322,1.0,4.3,2.11
1,1,2,6,0,5282,0,2,1,589,0.0,7.7,2.76
2,0,2,7,0,4549,1,3,1,1856,0.0,6.7,2.61
3,0,0,7,3,3571,0,0,2,800,1.0,6.3,2.18
0,1,0,2,18,4089,1,1,1,231,0.0,7.4,3.37
5,0,3,3,7,7410,1,2,3,1424,0.0,8.6,2.54
2,1,5,2,8,7256,1,1,3,6803,0.0,8.5,2.59
5,0,1,7,11,1250,0,0,1,5810,0.0,9.0,2.93
3,1,6,6,15,2135,1,3,2,6039,0.0,8.7,3.24
4,0,4,6,9,46,0,1,1,1575,1.0,6.6,2.14
2,0,3,5,19,3838,0,1,4,6648,0.0,6.0,2.5
2,1,1,5,2,7457,0,3,3,1717,0.0,7.1,2.53
3,0,6,0,4,6231,1,0,2,703,0.0,6.9,2.98
2,1,6,1,19,2938,1,3,3,2781,0.0,6.8,3.16
0,1,7,0,7,4242,1,2,3,323,0.0,5.9,2.43
4,0,3,2,5,1097,1,1,0,1831,0.0,6.1,2.58
4,0,7,4,11,7374,1,1,3,5802,0.0,6.1,2.28
2,0,5,7,4,286,1,2,2,3314,1.0,6.4,2.07
3,0,7,4,20,2290,0,1,2,2626,0.0,8.3,3.41
1,0,0,5,14,5957,0,3,2,1975,0.0,5.9,2.18
3,0,5,3,18,4729,0,1,1,3718,0.0,7.1,3.16
5,0,5,2,16,3235,1,1,1,6593,1.0,5.8,2.22
5,0,4,4,6,4453,0,3,3,4845,0.0,7.6,3.16
1,1,5,5,5,7090,1,2,0,3,0.0,6.6,2.42
0,0,3,6,8,7515,0,3,2,6074,1.0,5.5,2.15
0,1,1,2,18,7506,0,1,2,4095,0.0,6.5,2.44
2,0,1,6,18,5292,1,3,1,766,0.0,6.9,2.39
4,0,1,7,20,548,1,1,3,2941,0.0,7.5,2.63
2,1,0,6,14,1917,1,2,1,3439,1.0,5.2,2.25
3,1,5,7,4,1603,0,0,0,556,0.0,7.4,2.59
3,0,7,5,15,3514,0,1,1,2746,0.0,7.0,3.04
3,1,3,0,2,3560,0,2,4,5346,0.0,7.6,2.58
5,1,3,5,17,7205,1,1,4,540,0.0,6.9,2.14
5,0,2,1,16,6889,0,1,2,1265,0.0,7.7,2.85
4,0,7,4,19,3392,0,3,2,5316,0.0,7.0,2.76
4,1,4,1,12,1717,1,2,2,1910,0.0,6.7,2.23
2,0,7,4,4,3967,1,2,4,4395,0.0,5.1,2.56
5,0,6,3,3,2669,1,3,4,2188,0.0,8.4,3.13
4,0,2,2,17,7287,1,0,2,4032,0.0,7.2,3.3
1,0,3,1,5,7315,1,2,0,6386,0.0,6.6,2.01
5,0,5,6,4,7518,0,2,0,5133,0.0,5.7,2.02
5,1,2,6,20,2690,1,3,1,6615,0.0,7.4,2.65
2,1,6,1,5,3860,1,0,4,3115,0.0,7.5,2.89
0,1,0,6,12,6058,0,0,0,2469,0.0,7.9,3.18
5,0,6,5,4,5719,1,1,1,3232,1.0,5.9,2.04
4,1,1,6,10,1659,0,1,2,6215,1.0,6.8,2.06
5,1,6,4,20,7439,1,0,2,4424,0.0,6.0,3.24
2,0,3,2,17,1204,1,1,4,1400,0.0,6.9,2.61
2,0,0,6,15,362,1,2,3,5576,0.0,6.9,2.66
2,1,2,1,11,3047,1,2,3,4888,0.0,8.9,3.41
3,0,1,4,10,6909,0,3,3,5751,0.0,6.8,2.4
4,1,3,6,9,2366,0,0,0,2615,0.0,7.4,3.07
3,1,4,4,15,2851,1,0,2,6294,0.0,7.2,3.03
5,1,0,6,15,5366,0,2,4,2440,0.0,7.6,3.31
1,0,2,7,11,6879,0,0,1,5882,0.0,7.6,3.41
1,1,2,2,0,4422,0,1,1,1933,0.0,7.8,3.03
0,1,2,7,20,3652,1,3,2,5808,0.0,7.6,2.97
1,1,6,7,2,270,1,3,1,1523,1.0,6.6,2.26
3,1,5,0,3,2309,1,3,0,1600,0.0,6.4,2.49
2,1,4,7,14,6138,1,0,0,3164,0.0,6.7,2.59
0,1,7,4,1,5008,0,0,0,3865,0.0,7.4,3.25
2,0,3,6,8,2396,1,1,0,279,0.0,6.0,2.45
5,0,3,1,17,5939,0,0,2,1482,0.0,8.8,3.4
3,1,4,1,20,3735,0,0,0,770,1.0,5.9,2.09
0,1,0,6,15,3662,0,0,0,6044,0.0,7.2,2.85
4,0,6,1,19,1686,0,0,3,6604,0.0,6.5,2.43
2,0,5,2,9,6539,1,1,1,2749,0.0,6.9,2.86
4,1,1,4,13,1200,0,0,0,4608,0.0,7.8,2.85
1,1,4,2,18,6998,0,0,2,4912,1.0,5.5,2.09
3,1,6,4,3,3544,1,2,2,4637,0.0,8.6,3.36
0,1,5,7,11,6958,1,3,1,3074,0.0,6.2,3.26
4,0,7,5,13,695,1,0,2,524,0.0,7.8,3.13
1,1,1,1,9,7417,0,2,2,4694,0.0,8.5,3.4
5,0,2,6,11,4286,0,0,1,5785,0.0,6.7,2.53
1,0,4,4,12,1568,1,1,2,6493,0.0,6.3,2.62
4,1,4,5,2,4300,1,3,0,1048,0.0,8.3,3.16
2,1,7,6,19,526,1,3,1,456,0.0,7.9,3.2
3,1,0,5,14,213,0,0,4,3874,0.0,7.1,2.18
1,1,6,4,6,3974,0,1,3,4411,0.0,4.8,2.33
3,1,7,7,14,5490,0,0,3,3759,0.0,5.7,2.91
4,1,4,3,7,761,0,3,2,2474,0.0,5.9,2.32
4,0,4,1,12,4185,0,0,3,5649,1.0,5.9,2.09
5,1,1,5,13,5577,0,0,4,5349,0.0,7.7,3.21
3,0,2,4,20,4363,1,0,2,2541,0.0,7.1,2.69
5,1,1,7,18,56,0,0,1,256,1.0,6.8,2.28
2,0,7,2,3,4395,1,2,1,5716,0.0,8.6,3.28
1,1,7,1,16,327,1,0,0,4656,1.0,5.8,2.1
4,0,0,7,8,5185,0,0,3,380,0.0,5.4,2.39
3,1,4,4,11,682,1,3,1,498,0.0,6.5,2.72
2,1,4,2,7,4976,1,0,2,4335,0.0,7.0,2.19
4,1,4,6,15,7395,0,1,3,1924,0.0,7.6,2.88
3,0,7,5,8,3050,1,3,2,6710,0.0,7.3,3.06
5,0,1,3,0,4369,0,0,4,3081,1.0,8.1,2.17
0,1,3,4,0,357,1,2,0,2122,1.0,6.6,2.23
2,1,3,7,4,3611,0,3,3,5077,1.0,5.7,2.27
0,0,0,7,8,4168,1,1,4,244,0.0,6.3,2.62
4,0,6,3,19,3578,0,1,4,6662,1.0,5.7,2.09
5,1,2,5,9,3845,0,3,4,1512,0.0,6.9,2.52
0,0,7,6,6,1525,1,2,1,5362,0.0,6.9,2.36
3,0,2,2,0,5760,1,1,0,2157,0.0,7.3,2.86
2,0,5,2,12,2552,0,2,1,232,0.0,8.0,3.34
1,0,0,1,3,6738,0,3,2,4701,1.0,6.2,2.14
2,0,0,7,1,1589,0,3,0,4363,1.0,5.8,2.17
1,0,7,1,10,2949,0,0,1,5650,0.0,6.6,2.01
0,1,5,4,15,2556,0,0,4,3219,0.0,5.4,2.57
1,1,3,2,1,4265,0,3,2,5719,0.0,6.0,2.76
1,1,4,2,7,4352,1,0,0,1467,0.0,6.7,2.82
3,1,6,6,19,6110,1,1,1,6474,0.0,8.0,2.79
4,1,0,3,16,2883,1,3,4,690,0.0,5.3,2.02
0,0,5,6,7,6612,1,3,0,2565,0.0,7.8,3.09
0,1,3,0,8,2023,1,1,1,2078,0.0,8.2,2.98
3,0,1,7,10,1140,0,1,4,5441,0.0,6.7,2.63
3,1,3,7,5,463,1,2,3,6309,0.0,6.6,2.38
4,0,2,2,16,5123,0,3,2,2042,0.0,7.3,2.39
1,0,0,0,11,2233,0,0,4,564,0.0,8.3,3.34
4,1,4,2,14,3700,0,2,1,6053,0.0,7.3,2.44
1,0,6,2,14,2804,1,1,4,1952,0.0,6.4,2.39
1,1,6,6,12,2092,1,2,3,1086,1.0,6.2,2.2
5,1,3,0,5,7319,1,0,3,2255,0.0,7.8,3.02
1,1,5,7,7,282,1,2,3,5165,0.0,5.7,2.78
0,1,4,4,0,2960,1,3,2,5832,0.0,7.4,3.19
2,1,3,3,19,6692,1,3,2,5873,0.0,9.0,3.2
4,1,7,4,20,7516,1,3,2,435,0.0,7.9,3.23
3,1,1,5,1,7004,0,2,1,6727,1.0,7.2,2.13
5,0,0,7,18,465,1,0,4,3515,0.0,6.0,2.44
1,0,5,1,1,1854,0,0,2,4666,0.0,7.4,3.3
4,1,2,0,1,5600,1,1,2,6195,0.0,8.3,3.41
3,0,6,7,10,3676,0,2,0,5722,0.0,7.9,3.39
0,0,4,0,3,3226,1,0,4,1616,0.0,7.3,3.23
0,0,0,5,3,126,0,2,3,4666,0.0,6.1,2.02
3,1,7,4,16,7181,1,2,1,2786,0.0,6.7,2.4
3,1,2,3,7,5970,0,1,3,5279,0.0,8.2,2.95
3,0,3,4,1,4884,0,2,4,6567,0.0,7.5,3.01
2,0,4,1,17,456,1,2,0,5987,0.0,6.1,2.47
3,0,6,6,6,5943,1,0,2,493,1.0,5.8,2.05
2,0,2,6,18,7021,0,2,3,2363,0.0,6.5,2.62
5,0,4,3,7,199,1,0,3,6052,0.0,6.6,2.69
0,1,7,4,0,5420,0,2,1,5384,0.0,7.9,2.84
0,0,3,6,5,4859,1,3,3,1687,0.0,7.2,2.76
2,1,0,3,10,7334,1,3,2,283,0.0,7.7,2.78
2,1,2,5,0,5650,0,1,0,20,0.0,6.9,2.99
0,0,5,4,17,5102,0,2,2,2184,0.0,8.5,3.41
4,1,5,7,5,1607,1,0,1,1639,0.0,7.3,2.63
3,1,4,4,20,2464,0,1,1,6687,1.0,6.7,2.07
4,0,4,0,14,3044,1,1,0,6213,0.0,9.0,3.27
4,1,7,1,18,1357,0,1,4,4493,0.0,7.1,2.89
1,1,4,2,5,7440,0,3,4,2145,0.0,8.3,3.05
4,0,7,3,4,2648,1,0,0,2498,0.0,6.7,2.83
5,1,0,7,12,1879,0,1,3,6963,0.0,7.6,2.69
3,1,7,1,10,4892,0,3,2,2261,0.0,7.5,3.13
1,1,3,6,12,4919,1,3,0,5561,0.0,4.9,2.44
1,1,1,4,16,5570,1,3,1,5647,0.0,5.9,2.3
4,0,0,1,12,3826,0,2,0,157,0.0,6.8,2.73
3,1,3,6,17,6121,0,1,3,1065,1.0,6.3,2.25
3,0,4,6,5,1395,0,1,1,229,0.0,6.1,2.39
1,1,7,3,11,7224,1,2,3,927,0.0,6.2,3.26
0,1,3,5,1,4034,0,3,3,271,0.0,6.5,3.14
3,1,3,6,17,1110,1,2,1,4928,0.0,8.0,3.18
2,1,2,5,11,1386,1,2,3,2085,0.0,8.4,2.55
5,1,6,5,19,3225,0,2,1,3568,0.0,6.6,2.43
0,0,5,2,18,337,0,3,0,701,0.0,7.4,2.43
5,0,1,6,14,1500,0,1,3,5423,0.0,7.0,2.41
1,1,0,7,5,397,0,2,3,6243,0.0,7.7,3.14
2,0,6,5,0,4904,1,3,1,4983,0.0,9.0,2.76
4,1,3,3,16,255,1,3,4,3395,0.0,7.2,3.04
4,0,4,0,11,6679,0,1,2,831,0.0,5.8,2.37
2,0,4,6,20,3555,1,0,2,1031,0.0,8.2,2.83
1,0,7,2,6,5037,0,3,4,6294,0.0,7.6,3.13
1,0,3,3,12,5407,1,1,4,3453,0.0,5.9,2.39
5,0,2,4,18,5133,1,2,1,6383,0.0,6.3,2.02
0,1,7,1,1,4157,0,1,4,4929,0.0,7.9,2.81
1,0,7,0,7,509,1,2,1,600,0.0,5.9,2.48
1,1,5,7,10,2080,1,3,0,5565,0.0,6.9,2.63
4,0,2,2,20,5302,0,2,1,5259,0.0,7.4,2.5
4,0,2,5,2,5432,0,0,1,3814,1.0,6.0,2.06
4,0,0,4,6,4740,1,0,2,4539,0.0,5.9,2.34
2,1,5,0,15,6749,0,2,1,540,0.0,5.8,2.33
1,0,4,5,11,2044,1,0,2,1315,0.0,7.8,2.69
1,0,1,7,13,3262,1,0,2,2595,0.0,6.2,2.06
3,1,3,7,6,1213,0,2,0,5903,0.0,7.8,3.06
1,0,4,6,18,1618,0,1,0,6703,1.0,6.6,2.05
3,1,2,1,5,6729,1,1,0,1624,0.0,8.7,3.33
0,1,5,2,11,4796,1,2,4,1296,0.0,7.9,3.37
4,1,6,0,12,4241,1,1,2,827,0.0,8.3,2.21
3,0,2,3,5,4827,0,3,2,6937,0.0,7.9,3.23
2,1,4,5,20,1425,0,2,0,3146,0.0,8.0,3.09
3,0,4,3,18,3880,0,1,4,1365,1.0,6.9,2.24
5,1,2,0,14,2779,0,2,4,5122,0.0,7.4,2.88
2,0,5,0,19,3656,1,3,0,4269,0.0,7.2,2.52
4,0,7,6,1,3859,0,1,2,36,0.0,6.3,2.53
2,0,0,1,17,1037,1,2,0,2306,0.0,5.8,2.31
5,1,5,7,8,2356,1,0,1,1703,0.0,6.3,2.97
0,0,4,1,16,2426,0,0,2,2989,0.0,8.4,3.11
3,0,5,2,0,1071,0,1,2,5438,0.0,7.1,3.06
5,0,1,7,4,2222,1,1,4,5986,0.0,6.3,2.36
0,0,1,1,15,3960,1,1,4,3428,0.0,7.3,2.35
3,1,2,2,19,4302,0,0,0,6943,0.0,7.0,2.3
3,0,7,5,0,222,0,2,1,3946,0.0,7.6,2.76
5,0,4,1,8,1332,1,3,2,6684,0.0,8.2,3.4
3,0,0,5,2,3513,0,1,3,3719,0.0,6.8,3.04
2,1,0,0,20,6223,0,2,4,3547,0.0,6.1,2.54
2,1,3,4,14,4008,1,1,0,1796,0.0,7.7,2.88
5,0,5,5,4,6632,0,3,4,2163,0.0,7.3,2.43
0,0,5,4,15,2425,1,3,1,2412,0.0,6.5,2.48
3,0,7,7,20,5093,1,3,2,5654,0.0,5.9,2.33
2,1,7,4,3,987,0,0,4,5,0.0,7.1,2.61
5,1,4,1,18,5298,1,2,1,3575,0.0,6.6,2.67
1,1,1,6,4,467,0,1,1,3833,0.0,5.9,2.12
1,0,4,0,0,319,1,0,0,2256,0.0,7.4,3.06
2,0,4,0,17,5516,0,3,2,3274,0.0,8.4,3.34
0,1,7,7,9,1634,0,2,4,3876,1.0,6.8,2.09
4,0,6,4,9,513,0,1,4,5637,0.0,6.9,2.3
3,0,6,1,19,2649,0,2,0,935,0.0,8.3,3.12
4,1,1,3,20,3512,1,3,1,4295,0.0,6.8,2.97
3,0,0,5,4,6741,1,1,1,6723,0.0,7.7,3.17
1,1,7,4,3,2196,0,0,2,6913,0.0,7.3,2.99
5,1,5,4,4,6120,1,0,1,2138,0.0,7.3,2.94
1,1,2,6,9,5817,1,1,1,6919,0.0,6.8,2.42
1,1,4,7,13,32,1,0,4,3621,0.0,6.3,2.85
3,0,0,7,13,3367,1,0,0,508,0.0,6.9,2.93
3,1,1,3,0,4887,1,0,2,5392,0.0,6.9,2.66
2,1,7,7,18,2731,1,1,4,4605,0.0,7.4,3.27
0,1,4,7,8,1577,0,1,0,2708,0.0,7.8,2.68
4,1,0,7,6,3698,0,0,0,4606,0.0,7.2,3.09
3,0,5,4,19,644,1,2,2,6950,0.0,5.8,2.15
4,0,6,2,7,5079,1,2,3,3769,0.0,7.0,2.58
1,1,2,5,0,2057,0,1,4,4948,0.0,8.7,3.4
2,0,2,5,17,7512,1,2,3,1435,0.0,7.5,2.83
0,0,1,6,11,3564,1,1,4,6052,0.0,7.4,3.23
0,0,5,0,6,1878,1,2,4,147,0.0,8.2,3.23
3,0,3,4,3,3736,0,2,3,4029,0.0,7.0,2.68
3,0,4,5,6,342,1,1,4,2054,1.0,5.9,2.05
4,0,4,3,13,2781,1,3,1,3873,0.0,8.1,2.67
0,1,5,7,18,4869,1,1,4,3538,0.0,7.5,2.99
1,0,6,0,11,6807,1,2,2,2129,0.0,7.8,3.27
3,1,5,3,15,3069,1,0,2,1625,0.0,8.7,3.24
0,1,0,6,7,2678,1,1,0,1909,0.0,5.9,2.37
1,1,5,3,18,3648,0,2,4,4583,0.0,5.9,2.29
3,0,6,2,18,3149,0,0,1,1646,0.0,7.7,2.98
1,0,3,0,8,826,0,2,4,1162,0.0,8.5,3.25
2,1,2,0,9,5724,0,0,4,5128,0.0,5.1,2.25
4,1,6,2,16,984,1,2,0,5550,0.0,8.0,2.89
5,1,6,7,7,3348,0,1,1,2168,0.0,8.3,3.08
0,1,1,1,8,2039,1,3,2,6893,0.0,6.0,2.48
0,1,2,3,6,1439,1,1,0,6410,0.0,6.2,2.36
0,1,1,4,8,5599,1,3,4,2000,0.0,6.3,2.65
2,1,6,7,2,3356,1,0,1,6187,0.0,5.8,2.22
2,0,5,1,12,4576,1,1,3,5181,0.0,6.6,2.81
1,1,5,1,3,3541,1,0,2,4929,0.0,5.7,2.14
2,1,2,5,7,5326,0,1,4,6240,0.0,6.3,2.34
2,0,0,6,9,2920,1,2,1,6641,0.0,6.3,2.39
3,0,1,0,0,350,0,2,4,776,1.0,5.9,2.24
2,0,3,7,0,6017,1,0,3,6569,0.0,7.4,2.49
1,0,3,5,13,3886,1,2,2,6814,0.0,6.1,2.43
0,1,6,3,15,2262,1,3,2,4955,1.0,6.4,2.03
4,0,6,5,20,6704,1,0,4,3086,0.0,8.1,3.25
0,0,0,5,20,7348,1,3,0,4261,0.0,7.1,2.29
5,1,7,0,11,6297,1,3,0,4323,0.0,7.4,3.26
2,0,2,3,3,338,0,1,0,1445,0.0,8.3,3.04
5,1,5,6,5,885,0,3,3,4387,0.0,8.2,2.42
4,0,2,4,17,6990,0,2,3,1389,0.0,6.3,2.33
1,1,1,6,11,1673,0,0,0,3476,0.0,8.0,2.88
5,0,0,3,1,6073,1,1,2,4862,0.0,6.6,2.53
5,0,3,4,4,4365,1,2,3,4960,1.0,6.3,2.01
3,0,3,5,15,4286,0,3,0,349,0.0,7.3,3.36
5,0,7,5,12,4735,0,3,0,1214,0.0,7.4,2.91
4,1,7,3,10,1466,0,0,1,3963,0.0,8.0,3.23
0,0,3,7,1,4664,1,3,2,948,0.0,8.1,2.96
0,1,3,0,20,2353,0,3,2,259,0.0,7.9,2.9
5,0,4,1,6,2994,1,1,2,6679,0.0,6.6,2.02
5,1,6,4,0,1454,1,0,3,5520,0.0,7.9,2.1
2,1,7,5,5,5353,0,3,0,698,0.0,6.4,2.61
1,0,2,5,13,3536,1,1,2,4524,0.0,7.5,2.53
0,0,3,2,6,5236,1,0,1,188,0.0,7.1,3.04
3,0,1,4,10,4712,1,2,3,3867,0.0,8.3,3.38
3,0,1,6,9,2432,1,1,1,2960,0.0,8.7,3.41
1,1,2,6,9,5860,0,3,0,2501,0.0,7.3,2.92
2,1,4,0,19,2614,1,2,2,2837,0.0,6.6,2.66
0,0,7,2,14,365,1,0,4,2514,0.0,6.6,2.38
0,1,6,0,11,152,1,2,4,3758,0.0,6.6,2.02
2,1,7,2,1,2028,1,2,3,5962,0.0,8.4,3.2
3,1,4,2,11,7413,0,0,0,2511,0.0,6.2,2.63
2,0,0,7,18,3812,1,0,4,3581,0.0,7.7,3.28
5,1,0,1,18,7402,1,0,2,1570,0.0,7.1,2.68
4,0,4,7,2,4615,0,2,0,2492,0.0,6.2,2.29
1,1,4,5,15,7543,1,0,3,2922,0.0,5.4,2.88
4,1,0,0,6,4635,0,0,2,1674,0.0,7.6,2.9
0,0,0,2,5,529,1,3,0,3082,0.0,7.1,2.43
1,0,1,7,1,5109,1,0,3,1182,0.0,7.8,3.29
5,1,7,7,18,4538,1,1,0,4410,0.0,9.0,3.17
2,0,6,6,3,4402,0,1,4,1233,0.0,5.9,2.27
5,1,4,7,6,3384,1,2,4,6197,0.0,7.8,2.55
5,1,6,7,5,5424,0,1,3,6154,0.0,6.7,2.54
5,1,6,1,12,3997,0,0,1,2066,0.0,7.7,3.28
0,0,3,6,5,4701,1,0,3,1542,0.0,8.5,3.14
3,1,1,0,19,3569,0,2,2,5857,0.0,6.7,3.4
3,1,7,0,4,5523,1,1,2,4805,0.0,6.9,2.77
5,1,4,4,13,4423,0,3,1,5514,0.0,7.4,2.64
0,0,6,0,11,5503,1,3,1,2814,1.0,5.7,2.11
5,1,3,7,15,4282,0,0,1,5811,0.0,6.3,2.07
0,1,0,2,13,7510,1,0,2,4115,0.0,7.3,3.19
3,1,4,4,14,3963,1,0,0,252,0.0,6.9,3.11
2,1,2,4,2,1796,0,2,0,4814,0.0,5.9,2.45
2,1,1,2,2,6976,0,0,4,5590,1.0,5.7,2.18
4,0,3,2,18,3263,0,2,1,1176,0.0,7.2,2.36
5,0,2,5,3,6312,0,3,3,3549,0.0,7.9,3.14
0,0,3,4,11,835,0,1,3,863,0.0,6.8,2.9
2,1,2,0,12,5178,1,2,0,4760,0.0,5.0,2.24
1,0,5,0,18,3112,0,3,4,1187,0.0,8.0,2.83
4,1,6,1,18,3900,1,0,1,3136,0.0,7.6,2.65
4,1,7,7,19,4320,0,2,2,3016,0.0,6.7,2.41
2,1,3,1,18,6194,1,1,3,1964,0.0,7.6,3.05
